0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
21.3,d_19760501,75.3,66.9,46.7,35.4,23.2,0,3.3,1.3,0,0,0
21.5,d_19760601,76.8,67.8,46.6,35,22.2,0,1.6,0.2,0,0,0
21,d_19760701,74.7,69.6,54.3,44.2,33.8,0,4.2,2.1,0,0,0
22.8,d_19760801,73.2,62.6,44.7,35.8,24,0,4,1.7,0,0,0
26.8,d_19760901,50.3,42.6,26.2,18.1,5.9,0,22.9,16,3.6,0.9,0
24.9,d_19761001,37.7,27.3,11.9,5,0.1,0,37.6,29.6,15.8,7.2,2.9
31.1,d_19761101,48.2,40.2,28.4,19.6,8.6,0,20.8,11,3.9,1.7,0.1
28.7,d_19761201,52.6,45.5,36.4,30.2,19.9,0,18.7,9,2.6,0.6,0
33.7,d_19770101,55.7,49.4,40.5,34.5,28,0,10.4,5,0.1,0,0
25.9,d_19770201,71.5,61.9,47.7,40.3,31.4,0,2.5,0.2,0,0,0
24,d_19770301,74.8,66.6,52.5,44.7,34.3,0,1.2,0,0,0,0
18.9,d_19770401,81,74.9,62.4,52.8,41.7,0,0,0,0,0,0
24.2,d_19770501,74.7,67.2,54.1,47.6,36.7,0,1.2,0,0,0,0
6,d_19770601,94,81.6,61.9,52.4,40,0,0,0,0,0,0
0.8,d_19770701,99.2,92.9,65.1,52.7,37.4,0,0,0,0,0,0
32,d_19770801,64.4,61.7,54.6,43.6,28.6,3.6,0.1,0,0,0,0
36.1,d_19770901,60.8,52.5,33.1,11.3,0.1,0,3.2,0.1,0,0,0
30.1,d_19771001,67.7,53.3,20.3,7.8,0,0,2.1,0.6,0,0,0
46.5,d_19771101,43.7,29.1,5.4,0,0,0,9.8,2.3,0.1,0,0
46.3,d_19771201,0.1,0,0,0,0,0,53.6,32.6,4.1,0.4,0
0.3,d_19780101,0,0,0,0,0,0,99.7,95.3,49.5,18.3,2
3,d_19780201,0,0,0,0,0,0,97.1,88,55,33.8,9
2.3,d_19780301,0,0,0,0,0,0,97.7,90.7,65,48.6,29.5
0.2,d_19780401,0,0,0,0,0,0,99.9,96.4,75.5,55.1,36.8
0.9,d_19780501,0,0,0,0,0,0,99.2,93.3,64.6,45.9,28.9
3.7,d_19780601,0,0,0,0,0,0,96.3,89.2,61.5,46,29
2.3,d_19780701,0,0,0,0,0,0,97.7,92.5,67.7,49.3,35.5
2.5,d_19780801,0,0,0,0,0,0,97.5,93.8,72.9,50.4,38.3
3.9,d_19780901,0,0,0,0,0,0,96.2,91.6,71.9,50.8,31.7
16.7,d_19781001,0.3,0.1,0,0,0,0,83,65.9,43.1,37.9,22.3
25,d_19781101,3.7,1.1,0,0,0,0,71.2,61.1,40.3,27.2,11.7
41.4,d_19781201,29.2,20.4,6,0.8,0.1,0,29.3,16.2,1.8,0,0
36,d_19790101,31.4,27,15,6.2,0.1,0,32.7,23.6,7.9,1.4,0
43.7,d_19790201,20.5,11,1.2,0,0,0,35.7,20.4,3,0.2,0
33.7,d_19790301,21.6,12.3,2.9,0.3,0,0,44.7,30.6,6.6,0.4,0
43.5,d_19790401,20.8,9.9,1.2,0,0,0,35.8,26.9,4.7,0.2,0
45,d_19790501,21.1,11.1,0.6,0,0,0,33.9,26.6,7.8,0.9,0
41.5,d_19790601,27.9,17.7,4.9,0.2,0,0,30.6,23.1,11.7,1.5,0
45.4,d_19790701,20.6,11.2,0.3,0,0,0,34,26.8,15.1,7.2,0.5
55.3,d_19790801,11.2,3.7,0,0,0,0,33.5,25.1,12.3,6.4,0.8
49.8,d_19790901,1.5,0,0,0,0,0,48.6,27.5,8.9,3,0.2
50.5,d_19791001,1.1,0,0,0,0,0,48.4,21.8,3.6,1.3,0
57.4,d_19791101,8.2,1.8,0,0,0,0,34.6,16.4,4,2.3,0.3
35.7,d_19791201,37.1,30.8,17.1,6.3,1,0,27.2,10.4,0.6,0.1,0
31.1,d_19800101,1,0.4,0,0,0,0,68,33.6,5.2,2,0.3
6.1,d_19800201,0,0,0,0,0,0,94,81.8,36.7,17.5,5.9
7.2,d_19800301,0,0,0,0,0,0,92.8,72.3,34.6,17.8,6.1
7.9,d_19800401,0,0,0,0,0,0,92,67.3,31.2,15.3,3.6
11.3,d_19800501,0,0,0,0,0,0,88.8,65.5,29.4,15.8,3
9.9,d_19800601,0,0,0,0,0,0,90,67.4,31.8,16.8,4
18.6,d_19800701,0.1,0,0,0,0,0,81.3,59.7,33.7,21.8,5.7
17.6,d_19800801,0.8,0,0,0,0,0,81.5,63.6,34.1,21.3,5.6
19.5,d_19800901,0.5,0.1,0,0,0,0,80,66,40.5,27.1,10.2
39,d_19801001,0.7,0,0,0,0,0,60.3,43.2,22.8,12.5,1.2
38.2,d_19801101,56.6,44.6,16.2,4.4,0,0,5.2,1.7,0,0,0
13.4,d_19801201,86,64.9,34.8,17.7,4.3,0,0.6,0.2,0,0,0
21.6,d_19810101,78,49.7,12.6,1.3,0,0,0.3,0,0,0,0
8.9,d_19810201,91,72.2,24.7,8,1,0,0.1,0,0,0,0
34.2,d_19810301,65.8,27.1,1,0,0,0,0,0,0,0,0
31.5,d_19810401,68.5,35.7,3.4,0.4,0,0,0,0,0,0,0
36.8,d_19810501,63,32.3,1.2,0,0,0,0.3,0,0,0,0
36.8,d_19810601,63.1,30.7,0.7,0,0,0,0.1,0,0,0,0
43.2,d_19810701,56.7,24,0.5,0,0,0,0.1,0,0,0,0
70.4,d_19810801,28.9,6.5,0,0,0,0,0.7,0,0,0,0
82.9,d_19810901,9.9,2.4,0.1,0,0,0,7.1,1.2,0,0,0
80.2,d_19811001,4.1,0.1,0,0,0,0,15.7,3,0,0,0
12.8,d_19811101,0.5,0,0,0,0,0,86.6,68.7,27.3,13.1,0.8
33,d_19811201,18,9.9,2.4,0.6,0,0,49,39.6,30.1,18.4,5.4
40.8,d_19820101,6.7,0.4,0,0,0,0,52.7,44.7,26.4,8.6,0.4
34.4,d_19820201,20.3,7.9,0.3,0,0,0,45.4,39.5,18.4,4.9,0.1
39.3,d_19820301,2.9,0.6,0,0,0,0,57.8,50,31,17,1.3
31.2,d_19820401,1,0,0,0,0,0,67.7,56.2,38.3,23.5,4.6
31.3,d_19820501,0.3,0,0,0,0,0,68.3,54.4,33.4,18.3,2.2
31.4,d_19820601,0.1,0,0,0,0,0,68.4,56.1,35.9,20.4,2.7
29.8,d_19820701,0,0,0,0,0,0,70.2,52.5,28.4,14.5,1
43.9,d_19820801,0.2,0,0,0,0,0,56,34.4,11.4,1.3,0
26.2,d_19820901,0,0,0,0,0,0,73.9,49.7,18.6,5.8,0.6
10,d_19821001,0,0,0,0,0,0,90.1,73.8,32.6,17.7,4.2
1.6,d_19821101,0,0,0,0,0,0,98.3,93.7,78.8,63.6,43.5
1.2,d_19821201,0,0,0,0,0,0,98.8,92.9,67.8,42.5,16.2
3.9,d_19830101,0,0,0,0,0,0,96.1,90.3,52.7,29.7,7.8
1.3,d_19830201,0,0,0,0,0,0,98.6,93.5,75.8,53.7,17.7
0,d_19830301,0,0,0,0,0,0,100,99.8,93.7,84.9,59.9
0,d_19830401,0,0,0,0,0,0,100,99.7,92.1,85.8,64.7
0,d_19830501,0,0,0,0,0,0,100.1,98.8,89.3,82.3,62.1
0,d_19830601,0,0,0,0,0,0,100,98.3,88,79.5,50.9
0.7,d_19830701,0,0,0,0,0,0,99.3,96.3,87.9,75.3,44.8
0,d_19830801,0,0,0,0,0,0,100.1,97.9,92.6,78.6,31.3
0,d_19830901,0,0,0,0,0,0,99.9,99.2,93.7,82.2,35.9
0,d_19831001,0,0,0,0,0,0,100,99.9,94.8,83.8,47.5
0,d_19831101,0,0,0,0,0,0,100,99.8,97.1,92.5,76
0.1,d_19831201,0,0,0,0,0,0,99.9,98.7,80.6,61.4,27.3
23.7,d_19840101,0,0,0,0,0,0,76.3,46.8,10,1.4,0
46,d_19840201,1.5,0,0,0,0,0,52.5,27.3,3.1,0,0
48.9,d_19840301,16.6,4.5,0,0,0,0,34.6,14.9,1.4,0.2,0
48.1,d_19840401,19.8,9,0,0,0,0,32,12.6,1.4,0.2,0
44.9,d_19840501,39.7,27.7,5.1,0,0,0,15.5,3.5,0,0,0
37.4,d_19840601,48.1,37.2,10,0.8,0,0,14.4,3.7,0.4,0,0
45.4,d_19840701,36.5,24.7,8.6,1.4,0,0,18.2,5.1,0.6,0,0
46.8,d_19840801,46.7,34.4,21.4,12.5,1.3,0,6.6,2.8,0.2,0,0
20.5,d_19840901,78,70.4,53,41.6,23.9,0,1.4,0.2,0,0,0
38.1,d_19841001,53.7,38.5,19.8,14.2,5.6,0,8.2,3.1,0,0,0
32,d_19841101,13.1,5.4,0.1,0,0,0,54.9,35.9,11.5,3.7,0.2
29.9,d_19841201,0.1,0,0,0,0,0,69.8,44.8,27.5,22,10.4
61,d_19850101,3.4,0.1,0,0,0,0,35.7,28.9,20.6,14.3,6.4
56,d_19850201,15,0.3,0,0,0,0,29,22.4,12.9,5.5,0.4
61.9,d_19850301,14.3,0.5,0,0,0,0,23.7,18,6.4,1.2,0
49.8,d_19850401,37.6,7.4,0,0,0,0,12.7,6.6,0.2,0,0
38.7,d_19850501,56.5,24.8,0.5,0,0,0,4.8,1.8,0,0,0
41.2,d_19850601,52.7,21.2,0.4,0,0,0,6.1,3.5,0,0,0
32.2,d_19850701,57.5,30.6,1.9,0,0,0,10.3,6.1,0.4,0,0
26.9,d_19850801,70.9,64.4,46.8,34,20.2,0,2.2,0.6,0,0,0
9.2,d_19850901,90.8,85.2,53.2,23,4.7,0,0,0,0,0,0
19.5,d_19851001,79.6,54.7,16.9,8.9,3.4,0,0.8,0,0,0,0
60.4,d_19851101,19.6,7.8,0,0,0,0,19.9,7.3,1.1,0,0
59.8,d_19851201,27.4,13.2,2.2,0.1,0,0,12.7,6.7,1.2,0,0
74.7,d_19860101,11.3,3.1,0,0,0,0,14,4.8,0.2,0,0
21.8,d_19860201,4.7,1.4,0,0,0,0,73.5,53.4,13.4,5.3,1
18.8,d_19860301,0.9,0,0,0,0,0,80.4,62.5,24.6,7.7,1.7
24.6,d_19860401,1.3,0.3,0,0,0,0,74.2,53.5,15.5,4.8,0.8
24.3,d_19860501,0.4,0,0,0,0,0,75.2,53.3,13.4,5,1.2
30.7,d_19860601,0.4,0,0,0,0,0,68.9,42.4,7.9,2.3,0.7
27.4,d_19860701,0.3,0,0,0,0,0,72.3,49.2,9.8,2.4,0.8
43.7,d_19860801,4.4,1.1,0,0,0,0,51.9,34.6,4.1,1,0
29,d_19860901,1.1,0,0,0,0,0,69.9,57,32.8,10.1,1.8
20.1,d_19861001,0.8,0,0,0,0,0,79.2,68.4,40.1,19.5,3.8
70.4,d_19861101,11.9,2,0,0,0,0,17.6,4.6,0.3,0,0
23.6,d_19861201,69.2,60.3,38.7,25.8,7.5,0,7.1,2.8,0.4,0,0
27.2,d_19870101,67.2,52.6,30.1,15.6,0.7,0,5.6,2.5,0,0,0
25.3,d_19870201,72.2,60.9,21.3,4.4,0.2,0,2.6,0,0,0,0
34.2,d_19870301,64,38.3,8.8,0.9,0,0,1.7,0,0,0,0
22.2,d_19870401,77.2,52.6,16.4,4.4,0.2,0,0.6,0,0,0,0
22.1,d_19870501,76.4,56,17.1,4.6,0,0,1.4,0.3,0,0,0
22.6,d_19870601,75.5,64.7,30.2,10.7,0.7,0,1.9,1,0,0,0
20.7,d_19870701,77.2,65.4,19.9,6,0,0,2.1,1.2,0.1,0,0
24,d_19870801,75.1,45.9,10.4,2.7,0,0,0.9,0.2,0,0,0
49.1,d_19870901,50.1,19.7,3.9,2.6,0.9,0,0.8,0.2,0,0,0
65.9,d_19871001,30.7,14,1.8,0.7,0,0,3.4,1,0,0,0
40.5,d_19871101,30.5,19.7,5.3,2,0,0,29.1,17.8,3.5,1.6,0.2
45.2,d_19871201,19.4,8.8,0.4,0,0,0,35.4,23.2,8.5,1.7,0
56.9,d_19880101,8,1.8,0,0,0,0,35.2,22,9.3,2.9,0.1
40.8,d_19880201,34.5,19,3.4,0,0,0,24.6,13.6,1.2,0.1,0
35.1,d_19880301,53.3,40.5,13.6,5.6,0.1,0,11.6,4.2,0.2,0.1,0
30,d_19880401,46.9,30.4,9.5,2.5,0,0,23.1,11.3,1.6,0.2,0
29.8,d_19880501,45.5,27.9,8.2,2.8,0,0,24.6,15.8,2.8,0.3,0
35.1,d_19880601,39.5,20.1,5.6,0.5,0,0,25.4,17.4,3.3,0.7,0.1
48,d_19880701,36.7,18.4,4.5,0.2,0,0,15.4,5.8,1,0.3,0.1
49.6,d_19880801,34.3,16.5,2.4,0,0,0,16,7.6,0,0,0
34.8,d_19880901,54.2,41.4,16.2,4.6,0.1,0,11,2.6,0,0,0
26.1,d_19881001,67.4,55.8,43.1,34.2,20.4,0,6.5,0.8,0,0,0
62,d_19881101,29.6,8.8,0.5,0.1,0,0,8.3,1.9,0,0,0
63.1,d_19881201,2.7,0.5,0,0,0,0,34.2,11.1,0.5,0,0
53.1,d_19890101,44.2,14.4,0.1,0,0,0,2.8,0.5,0,0,0
29.8,d_19890201,69.9,43.6,7.6,1.8,0,0,0.3,0,0,0,0
44,d_19890301,55.5,31.9,5.7,0.7,0.1,0,0.5,0,0,0,0
40,d_19890401,59.7,43.3,9.3,1.9,0.2,0,0.4,0,0,0,0
28.2,d_19890501,71.4,57.2,16.7,5.9,0.7,0,0.4,0,0,0,0
30.7,d_19890601,69.1,52.5,14.3,4.3,1.5,0,0.2,0,0,0,0
34.2,d_19890701,64,43.1,11.1,2.8,1.5,0,1.9,0,0,0,0
24.7,d_19890801,74.9,47,8.1,1.9,1.1,0,0.3,0.2,0,0,0
33.8,d_19890901,61.8,39.5,8.8,2.6,0.7,0,4.4,0.7,0,0,0
29,d_19891001,43.1,31.3,19.4,14.6,8.4,0,27.9,16.7,2.4,0.1,0
17.5,d_19891101,46.8,41.3,30.7,21.5,11.3,0,35.8,25.9,7.3,1.2,0
10.9,d_19891201,88.6,76.9,50.2,37.6,19,0,0.4,0.2,0,0,0
24,d_19900101,75.4,53.8,19.2,6.8,0.8,0,0.5,0.2,0,0,0
11.5,d_19900201,88.3,64.4,24.4,14.1,3,0,0.2,0,0,0,0
3.8,d_19900301,96.1,86.8,41.9,22.2,7.5,0,0.1,0,0,0,0
4.4,d_19900401,95.6,86.4,50.3,22.5,6.6,0,0,0,0,0,0
9.4,d_19900501,90.6,68.2,33.2,21.8,8.3,0,0,0,0,0,0
3.6,d_19900601,96.4,87.5,39.1,23.1,6.3,0,0,0,0,0,0
4.8,d_19900701,95.1,86.8,43,19.3,4,0,0,0,0,0,0
10.7,d_19900801,89.3,70.7,23.4,6.7,1.5,0,0,0,0,0,0
59,d_19900901,38.3,13.6,0.3,0,0,0,2.6,1.4,0,0,0
39.3,d_19901001,59,32.1,5.8,1.6,0,0,1.7,0.3,0,0,0
18.6,d_19901101,78.9,62.3,23.8,10.5,2.5,0,2.6,1,0,0,0
15.6,d_19901201,82.9,71.9,31,10.8,1,0,1.5,0.3,0,0,0
10.5,d_19910101,86.8,82.9,59.5,37,5.7,0,2.6,0.8,0,0,0
13.8,d_19910201,84,77.7,67.5,63,47,0,2.2,0.2,0,0,0
41.9,d_19910301,38.2,26.9,8.2,2.4,0,0,19.8,4.3,0,0,0
47.4,d_19910401,42,30.1,8.9,2.8,0,0,10.6,1.9,0,0,0
49.9,d_19910501,41.8,31.1,9.7,3.6,0.1,0,8.3,1.6,0,0,0
51.4,d_19910601,41.1,28.9,8.9,3,0.1,0,7.5,0.1,0,0,0
50.9,d_19910701,35.7,20.6,6.6,1.4,0.1,0,13.5,1.7,0,0,0
61.5,d_19910801,20.6,9.5,1.1,0.1,0,0,17.9,2.2,0,0,0
50.2,d_19910901,6.2,1.8,0,0,0,0,43.5,21.4,0.9,0,0
16,d_19911001,0.4,0.1,0,0,0,0,83.4,68.6,10.5,0.5,0
15.6,d_19911101,0.5,0,0,0,0,0,83.9,68.6,27.5,8.8,0.1
33,d_19911201,64.3,40.9,9.7,2.4,0,0,2.6,1.1,0,0,0
38.9,d_19920101,58.5,46.7,15.4,6.5,0.5,0,2.6,0.9,0,0,0
32.9,d_19920201,32.7,20.5,11.8,6.7,2,0,34.4,22.7,1.2,0,0
27.3,d_19920301,31.9,23.6,12.7,8.4,2.4,0,40.7,32.7,20.9,9.9,0.6
30.5,d_19920401,34.1,25.2,13.3,8.4,3.3,0,35.1,28.4,18.4,10.5,0.1
28.1,d_19920501,37.8,29.3,18.7,11.3,5.8,0,34.2,28.5,21.2,14.9,1
30.8,d_19920601,35,25,12.6,6.6,1.7,0,34.2,28.5,20.9,13,0.5
27.9,d_19920701,36.6,26.3,14.9,6,1,0,35.5,29.5,22.1,15.5,1.7
30.2,d_19920801,28.6,22.2,11.8,5.6,1.5,0,41.2,32.5,23,15.8,3.8
36.7,d_19920901,23.9,17.9,8,4.3,2.1,0,39.3,30.6,19.4,11,2
24.6,d_19921001,8.7,3.2,0.6,0,0,0,66.7,47.9,28,21.1,8.6
28.5,d_19921101,43,27.3,3.8,0.4,0,0,28.5,21.1,8.9,4.7,1.2
68.4,d_19921201,5.1,1.1,0,0,0,0,26.4,11.3,3.1,0.8,0
8.6,d_19930101,0,0,0,0,0,0,91.4,80.2,38.3,24.3,14.2
6.2,d_19930201,0,0,0,0,0,0,93.9,88.2,66.8,42.7,23.1
8.2,d_19930301,0,0,0,0,0,0,91.8,84.6,58.6,36.9,15.8
7.1,d_19930401,0,0,0,0,0,0,92.9,83.7,44,31.6,11.4
1.8,d_19930501,0,0,0,0,0,0,98.2,85,46.3,32.2,13.5
0.3,d_19930601,0,0,0,0,0,0,99.6,92.8,54.8,35.6,20.9
1.2,d_19930701,0,0,0,0,0,0,98.8,85,47.9,34.3,18
0.1,d_19930801,0,0,0,0,0,0,99.9,97.7,70.7,46,19.9
3,d_19930901,0,0,0,0,0,0,97.1,88.1,51.1,24,2.8
40.2,d_19931001,1.4,0.1,0,0,0,0,58.3,24.4,1.2,0,0
58.1,d_19931101,35.5,25,12.4,8.6,3.3,0,6.4,1.9,0,0,0
38,d_19931201,60.9,48.7,22.2,13.6,6.7,0,1,0,0,0,0
22.5,d_19940101,77.5,51.5,24.4,16.9,8.3,0,0,0,0,0,0
32.1,d_19940201,67.9,41.1,16.2,7.1,1.6,0,0,0,0,0,0
14.2,d_19940301,85.9,71.9,31.7,15.1,1.9,0,0,0,0,0,0
16.3,d_19940401,83.8,66.9,26.1,10.1,0.8,0,0,0,0,0,0
24.1,d_19940501,75.9,56.7,20.3,6.5,0.1,0,0,0,0,0,0
26.9,d_19940601,73.1,52.7,16.5,5,0,0,0,0,0,0,0
28.2,d_19940701,71.6,52.5,17.1,4.9,0.2,0,0.1,0,0,0,0
30.3,d_19940801,69.8,50.8,13.2,2.1,0.3,0,0,0,0,0,0
43.2,d_19940901,56.8,40.1,10.4,2.1,0,0,0.1,0,0,0,0
52.3,d_19941001,42.4,29.2,8.6,4.9,0.6,0,5.3,0.1,0,0,0
56.5,d_19941101,34.7,19.9,6.9,2.9,1,0,8.7,1.9,0,0,0
61.8,d_19941201,22.1,10,1.6,0.1,0,0,16.2,6.5,0.7,0,0
2,d_19950101,0,0,0,0,0,0,98,92.6,56.6,29.4,8.2
13.5,d_19950201,0,0,0,0,0,0,86.5,61,13.8,4,0
0.4,d_19950301,0,0,0,0,0,0,99.6,93.8,68.3,43,14.7
0.1,d_19950401,0,0,0,0,0,0,99.9,97.6,72.9,48.5,13
0,d_19950501,0,0,0,0,0,0,100.1,98.5,79.3,56,22.9
0,d_19950601,0,0,0,0,0,0,100.1,99.1,84.6,61.6,26.3
0,d_19950701,0,0,0,0,0,0,99.9,99.5,89.2,67.9,34.3
0,d_19950801,0,0,0,0,0,0,100,99.3,81.3,63,24.8
2.3,d_19950901,0,0,0,0,0,0,97.7,91.6,80.9,74.4,44
13.8,d_19951001,11.3,5.6,1,0,0,0,74.7,61,24.2,7.1,1.8
